361,242
196,161
433,174
251,191
438,139
391,244
441,244
285,211
255,76
331,249
223,228
348,179
198,197
277,236
221,254
345,121
382,199
273,261
457,273
314,218
399,161
472,246
248,242
219,121
432,270
448,206
218,173
408,185
260,111
173,127
266,137
173,174
407,210
275,184
198,227
152,160
349,281
494,271
240,157
315,156
219,66
85,157
255,217
345,153
144,202
73,196
476,303
119,93
22,171
321,128
309,296
58,172
16,123
386,115
70,119
142,11
460,171
120,222
72,89
191,109
80,224
259,16
57,57
128,147
170,210
109,184
11,79
145,104
20,198
300,97
40,85
477,5
466,125
266,43
487,207
485,175
48,217
371,139
131,43
94,245
54,146
290,163
106,126
312,269
220,94
421,18
43,121
186,40
407,280
284,16
2,151
372,4
12,53
139,78
162,57
97,45
352,81
358,42
350,204
94,77
187,70
328,101
319,16
217,33
476,30
412,82
