304,241
236,199
189,267
66,254
391,82
255,241
290,191
182,225
82,275
350,127
211,238
92,140
415,185
321,116
65,183
280,102
375,146
42,149
352,97
247,165
336,211
333,270
400,228
407,105
275,257
238,274
109,236
53,126
449,251
85,219
371,179
179,6
324,151
308,268
171,199
337,182
407,262
261,186
489,218
127,216
225,13
118,5
371,258
91,189
296,128
478,309
398,323
463,228
307,211
434,283
372,225
381,281
467,269
210,211
72,158
258,7
142,283
338,308
491,254
11,9
131,119
283,325
124,262
411,9
33,201
461,15
102,292
265,82
28,228
312,295
490,286
374,4
422,211
212,99
153,239
365,331
498,19
482,162
426,316
161,73
130,68
395,201
311,331
247,330
438,5
275,54
105,55
242,104
44,271
460,327
369,304
356,282
265,139
479,191
171,155
324,48
2,294
150,6
263,212
