200,172
268,166
243,158
351,189
284,134
200,143
225,138
214,209
397,257
136,79
316,189
205,118
147,146
1,256
277,110
242,188
203,92
168,117
288,182
191,199
160,174
311,227
258,138
233,238
230,112
335,158
144,105
337,211
195,242
257,94
168,220
164,60
265,230
397,2
2,174
363,235
79,147
178,85
119,147
4,202
319,110
269,60
397,167
4,143
307,37
355,110
2,1
348,85
268,202
360,28
211,51
132,186
58,162
333,241
38,130
375,211
116,103
84,112
26,187
4,229
98,166
205,4
367,52
369,145
299,159
