343,255
213,191
395,87
282,107
135,298
126,127
287,229
257,56
183,190
88,268
353,96
324,203
190,75
287,174
151,183
140,154
240,198
396,56
284,280
82,160
64,192
126,80
108,103
232,71
217,40
249,98
350,49
313,248
321,91
255,15
167,144
312,1
51,243
279,198
132,268
171,44
308,292
192,142
108,252
99,56
343,183
248,292
367,24
112,149
296,24
261,269
39,201
350,139
321,50
251,224
242,164
105,297
232,264
271,151
390,5
99,191
131,220
336,292
211,245
208,119
187,259
159,274
323,120
316,145
144,244
163,111
397,280
207,292
82,211
171,232
391,133
210,2
140,46
95,125
376,155
76,239
157,67
179,298
342,224
335,22
367,191
369,121
200,221
172,1
232,128
291,135
72,43
368,276
279,72
315,175
196,168
163,205
100,25
