312,247
368,192
170,247
478,169
375,261
78,362
219,193
197,251
141,249
450,22
292,221
6,183
327,277
58,245
33,98
405,273
42,266
42,360
135,183
451,373
87,182
332,226
405,302
359,374
466,273
399,17
325,197
429,132
399,132
289,301
22,122
358,345
424,16
86,141
187,350
119,235
71,21
224,232
47,335
175,386
474,231
478,55
216,152
4,262
430,89
389,375
426,187
226,312
117,20
231,365
168,23
125,343
17,49
16,20
19,157
302,22
336,14
251,21
372,26
208,14
56,287
6,209
327,339
142,16
29,291
409,332
88,87
259,231
191,215
11,81
222,257
479,97
38,5
293,87
43,210
219,86
276,29
348,246
246,293
205,385
43,53
159,141
355,87
94,31
308,150
486,139
249,393
372,167
104,371
5,356
77,115
354,149
130,130
444,402
158,83
128,388
159,174
345,307
287,407
6,310
98,289
311,394
263,372
415,398
42,146
376,310
382,88
456,330
143,222
261,316
278,180
497,74
313,56
249,155
97,223
253,97
428,161
302,115
289,337
474,384
102,332
393,202
208,115
169,112
347,113
145,367
107,166
151,58
405,99
187,56
354,59
127,82
33,187
430,357
365,217
416,250
244,342
297,361
184,412
278,151
451,297
497,332
400,176
309,316
81,417
183,309
287,276
132,277
235,122
212,337
159,417
18,231
496,413
494,257
472,440
108,200
56,395
68,220
213,415
498,375
262,122
443,212
497,298
496,195
439,427
371,417
127,307
