88,188
254,175
194,144
264,235
115,192
169,207
342,47
219,228
208,184
125,226
99,132
90,24
372,56
194,216
237,142
70,153
144,59
335,71
152,33
80,227
255,63
291,70
238,41
9,15
167,131
312,44
63,18
116,47
139,128
129,81
68,203
79,56
48,49
212,38
161,87
264,38
133,167
183,104
2,42
395,74
187,31
35,149
290,254
271,10
359,16
35,21
393,13
277,200
211,13
302,20
160,156
311,178
229,254
171,232
180,64
149,3
119,108
347,182
285,174
24,118
368,165
394,166
251,200
262,139
323,2
115,7
324,148
54,123
182,171
288,145
246,8
215,66
4,146
54,291
179,4
