231,153
183,160
155,184
230,215
97,146
196,194
269,139
257,181
216,173
118,181
276,207
264,241
119,127
200,137
152,59
191,234
121,217
302,241
151,223
281,164
287,20
242,25
185,115
159,21
214,23
368,23
316,23
237,246
343,25
121,156
187,22
175,75
280,111
131,30
59,10
88,15
245,115
2,35
28,7
136,79
284,259
28,53
2,8
116,9
395,21
308,268
83,289
159,95
219,108
160,125
299,52
315,216
335,138
357,60
48,287
395,61
126,243
187,291
128,281
232,2
327,60
240,60
10,287
