208,64
120,187
156,147
189,148
264,200
165,180
248,153
30,15
179,63
91,175
238,219
83,147
178,124
110,130
203,180
320,203
268,249
236,92
281,113
60,160
191,203
71,121
276,88
167,214
310,117
140,208
270,136
245,260
303,184
120,2
243,178
291,221
131,164
4,5
7,68
73,269
197,90
209,6
299,250
195,233
228,284
92,4
336,115
256,110
349,8
344,68
32,59
206,268
279,57
259,292
346,291
64,221
112,215
324,3
77,197
65,7
303,297
269,3
324,229
179,258
281,279
226,40
171,1
339,163
395,2
107,48
363,253
354,224
1,40
156,52
308,142
370,51
149,238
391,210
379,175
117,279
79,71
332,253
82,45
18,176
138,111
236,131
54,72
279,171
23,125
36,204
389,235
391,77
334,45
395,151
381,298
299,7
