482,201
499,213
466,229
203,137
219,138
481,185
455,240
156,137
431,184
445,215
410,226
477,242
466,172
458,190
433,238
491,231
260,152
140,136
452,137
115,196
237,263
108,262
457,154
179,23
332,332
153,26
249,166
436,153
248,71
173,322
121,46
97,82
262,283
474,215
268,106
215,123
197,122
197,326
243,195
96,110
269,133
134,38
266,84
153,4
226,51
180,4
211,32
204,60
113,61
128,316
187,181
165,67
213,314
103,139
180,261
158,50
237,283
245,56
179,46
2,333
150,332
112,164
229,228
196,29
220,243
176,223
143,297
184,301
137,59
224,77
228,297
154,81
247,92
237,212
202,45
237,131
164,300
155,261
200,259
185,196
265,68
115,179
156,318
503,2
125,221
208,201
128,301
254,136
229,36
214,290
180,244
122,107
207,235
198,310
505,330
140,241
149,203
248,108
170,185
506,272
131,285
148,120
183,79
195,209
163,248
191,166
143,97
112,79
225,273
168,210
110,278
161,275
137,80
262,203
