366,280
342,281
32,31
72,93
471,16
415,67
52,208
411,28
382,124
323,276
386,40
50,319
370,140
432,87
396,28
498,73
55,232
493,116
477,47
356,151
379,89
57,165
379,19
470,81
447,15
358,7
483,29
406,48
439,212
386,69
378,221
427,33
5,123
398,90
413,116
453,88
477,1
454,53
367,45
34,307
432,61
358,178
370,205
422,49
55,85
390,162
354,76
380,109
437,193
68,208
396,191
52,31
90,107
43,6
361,100
486,82
445,37
402,221
457,105
77,42
499,22
470,97
494,216
396,132
356,134
423,134
405,176
351,223
90,91
412,84
480,126
373,61
162,184
35,192
366,230
477,167
373,163
380,3
441,75
203,148
220,150
391,278
68,313
98,76
434,116
101,196
384,329
58,13
461,29
28,165
272,149
288,150
73,187
170,217
422,184
400,62
322,257
118,15
448,174
88,8
38,232
494,133
105,99
37,207
469,294
360,22
468,116
103,217
497,168
125,256
449,306
5,302
337,298
60,64
334,159
167,281
453,282
409,147
19,40
167,199
415,201
19,1
34,85
93,123
492,294
75,258
450,223
355,55
92,284
68,111
350,306
442,152
83,204
481,187
447,134
480,283
441,293
487,309
494,44
431,306
74,289
378,189
162,161
109,289
4,99
320,205
134,293
367,123
475,150
33,324
311,286
469,208
155,216
127,273
185,328
429,232
43,176
106,33
484,203
125,62
292,328
51,102
460,159
91,24
71,329
59,194
131,199
149,62
94,305
433,329
321,177
123,40
12,319
112,128
104,267
467,329
2,84
491,327
285,25
72,127
1,259
130,163
399,206
174,175
186,234
179,268
152,132
423,161
103,15
496,269
286,135
262,135
115,184
305,310
132,232
210,318
184,116
308,40
221,90
254,69
