196,158
275,156
394,91
318,143
395,153
282,137
176,54
117,155
204,111
140,52
228,146
322,116
318,93
87,94
235,125
156,128
62,90
276,112
69,68
52,141
155,106
291,234
184,93
64,114
130,110
365,132
178,127
252,114
355,153
238,87
296,93
216,92
195,202
299,113
351,107
115,124
72,220
83,137
84,117
51,6
259,218
153,232
230,240
89,57
93,220
52,168
86,190
109,47
48,228
161,164
324,163
208,225
317,229
177,221
369,227
71,7
286,211
344,135
375,160
341,225
117,175
137,144
222,209
158,41
295,161
144,263
49,202
123,203
168,201
254,146
305,28
30,243
44,104
376,110
137,181
208,57
356,180
369,57
397,190
10,249
288,63
217,187
270,177
116,10
302,187
309,208
197,179
120,227
217,163
123,84
48,252
250,200
317,53
265,91
76,159
192,7
118,258
331,9
205,136
383,206
176,180
381,20
220,8
393,242
64,240
288,8
372,77
70,34
242,178
344,201
168,6
261,60
254,39
348,85
356,4
76,263
353,260
322,252
390,126
149,85
214,258
281,28
348,46
142,27
329,187
392,263
239,258
184,34
310,7
29,210
243,21
209,33
269,247
141,213
