283,83
256,51
17,44
111,151
107,12
128,117
155,122
311,108
25,106
142,176
321,139
67,101
167,80
173,113
169,39
340,18
251,108
130,47
259,5
78,17
171,11
81,156
318,89
278,25
306,11
212,47
45,111
139,80
165,156
164,177
16,138
74,64
229,80
87,118
187,23
267,70
305,219
68,43
29,19
92,55
225,14
204,11
322,30
333,67
234,43
111,38
155,98
299,63
108,71
50,15
53,75
70,129
4,17
57,157
291,162
251,31
39,135
192,45
183,224
163,208
283,48
329,1
23,70
16,1
340,152
252,198
211,108
288,103
46,48
337,45
35,170
220,211
129,10
219,244
145,25
339,108
198,86
248,87
130,246
243,217
241,253
111,97
307,242
129,219
279,188
303,41
152,239
76,229
331,230
179,62
53,227
4,61
229,193
200,201
103,226
280,233
102,253
35,215
259,175
319,173
19,183
200,66
289,141
170,249
331,207
264,253
189,166
