71,211
20,212
40,211
222,91
202,91
136,82
64,73
97,182
109,80
115,51
1,65
359,123
273,189
4,99
82,90
75,38
284,171
139,50
184,202
56,53
97,212
31,49
185,181
246,101
173,98
152,104
37,92
10,43
97,60
319,61
157,67
263,171
324,144
50,187
286,82
78,16
225,132
45,34
367,34
111,7
394,135
246,57
228,39
130,191
298,58
220,211
100,105
120,130
9,22
273,65
203,35
188,49
92,232
150,16
206,66
25,1
272,147
118,28
310,91
361,169
91,151
344,89
30,72
265,43
188,18
166,49
171,131
147,232
297,188
173,225
123,158
62,156
250,150
240,207
52,9
206,122
92,131
328,170
210,148
120,105
143,151
149,130
304,147
362,102
398,213
266,91
6,196
203,190
363,70
121,236
60,235
31,233
225,188
322,36
100,37
302,38
182,78
