13,90
328,87
46,90
145,132
119,111
275,54
360,137
270,159
166,111
382,98
173,207
280,23
171,139
291,129
241,176
257,124
329,111
335,12
381,119
363,72
301,80
306,18
283,97
355,10
342,59
62,111
179,186
124,139
379,54
123,82
111,202
311,127
5,116
223,103
223,155
41,18
46,57
301,106
327,41
223,10
207,46
145,42
257,64
62,10
26,44
194,164
4,41
140,109
345,98
77,137
80,75
303,43
187,90
314,61
389,30
262,87
354,33
394,5
101,18
265,5
93,98
5,7
184,56
11,70
114,163
103,142
57,36
163,90
398,72
18,150
358,116
228,80
350,158
233,28
171,164
246,153
100,56
75,52
128,189
220,175
205,72
290,2
288,168
259,28
181,6
319,163
127,60
158,191
259,197
374,158
80,24
281,75
176,36
134,210
46,124
332,144
233,59
41,144
292,189
121,19
146,72
236,129
33,107
84,118
23,127
28,168
141,7
28,2
80,160
301,148
387,141
220,202
153,23
245,103
334,311
197,136
116,39
309,316
100,178
