271,401
288,401
299,390
313,393
259,293
268,317
306,324
147,374
66,296
226,242
314,339
54,284
209,351
295,67
206,363
183,215
321,323
307,55
311,69
219,183
76,318
326,204
289,369
234,365
327,302
263,353
255,216
233,284
91,319
208,290
310,312
175,327
193,334
327,378
233,264
309,83
322,62
114,403
104,309
162,388
290,342
211,331
85,305
269,201
293,83
108,377
53,302
220,406
228,336
85,332
283,239
179,342
315,362
160,204
109,414
194,257
41,304
183,472
152,347
319,50
186,366
169,412
200,377
301,464
101,395
266,467
179,402
304,138
289,473
305,351
129,383
89,289
120,420
263,337
321,180
274,360
166,351
179,389
292,136
79,368
274,345
221,282
163,326
296,311
293,356
95,363
317,97
313,119
333,405
195,278
320,138
279,306
154,397
93,277
194,348
291,97
220,226
332,345
279,263
132,340
208,211
183,276
289,118
274,329
201,183
62,370
271,420
117,356
60,320
218,360
154,310
77,282
238,235
284,252
167,189
263,367
232,205
318,405
197,244
309,379
64,338
356,269
195,399
259,190
194,226
126,395
246,406
264,384
353,284
247,352
178,184
243,184
339,297
304,201
283,204
304,100
174,264
278,174
347,249
176,374
162,248
184,237
279,466
314,460
214,237
244,207
304,176
65,278
217,372
179,315
248,299
73,351
235,401
133,408
322,424
232,321
184,443
126,364
337,232
141,451
137,463
243,275
159,373
185,430
242,253
328,216
245,332
301,126
107,293
204,478
247,421
390,299
83,344
