178,142
140,227
195,164
30,223
118,32
199,143
189,150
224,12
275,91
248,95
46,32
281,106
17,102
208,257
154,237
148,82
162,170
128,40
54,242
179,75
14,120
23,208
194,191
145,50
193,132
205,16
16,220
193,210
169,188
209,170
168,207
163,220
224,93
84,91
205,220
235,85
100,90
23,46
178,164
38,41
177,94
100,109
256,85
194,67
203,97
86,111
249,74
181,210
278,120
204,74
180,197
244,17
5,249
272,143
192,79
182,120
199,27
259,42
177,109
28,190
24,88
282,78
198,116
245,39
23,143
185,55
91,232
51,257
187,33
83,53
255,252
175,283
191,283
106,145
174,46
91,149
146,97
161,90
105,229
117,90
214,26
281,45
118,178
132,89
207,156
12,260
122,152
108,186
257,109
28,158
86,125
180,179
280,32
37,262
95,75
42,240
232,26
75,148
121,226
237,63
63,95
216,81
262,71
198,179
101,62
259,212
76,70
46,92
170,27
85,189
288,19
120,53
293,49
164,274
264,22
