148,217
179,259
111,251
212,239
196,235
187,245
215,221
157,273
133,25
82,133
184,208
133,247
90,118
149,294
106,278
76,259
108,176
107,26
239,241
77,211
144,234
210,209
223,203
193,176
100,264
188,163
224,245
152,153
209,191
104,290
235,219
131,78
169,267
132,283
91,141
227,231
109,228
172,202
108,75
94,162
164,192
152,186
140,113
162,236
134,169
39,144
111,58
90,281
87,218
124,255
64,212
77,271
191,218
135,212
124,272
173,153
146,166
68,240
197,206
129,106
127,90
196,194
56,141
108,105
42,129
106,87
176,220
53,193
113,37
129,62
96,239
228,189
53,162
111,190
39,157
91,195
46,250
97,184
174,241
149,205
120,234
135,265
141,125
103,152
47,262
148,246
68,139
123,180
184,231
52,117
129,225
128,45
135,186
101,207
41,189
143,96
47,176
33,170
84,244
125,194
81,165
143,137
